ENCODER,DATASET,PREPROC,ALGORITHM,ORDER,ALPHA,PRE,REC,SPE,F1,GEO,IBA
BinaryEncoder,abalone-3_vs_11,borderline1,ABC,NONE,NONE,0.9985,0.998,0.9999399999999999,0.99814,0.99896,0.99774
BinaryEncoder,abalone-3_vs_11,borderline1,DTREE,NONE,NONE,0.9980399999999999,0.99802,0.9353200000000002,0.9978200000000002,0.9633,0.93752
BinaryEncoder,abalone-3_vs_11,borderline1,KNN,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0
BinaryEncoder,abalone-3_vs_11,borderline1,LRG,NONE,NONE,0.98984,0.98406,0.9995200000000001,0.9857799999999999,0.9917200000000002,0.9820399999999999
BinaryEncoder,abalone-3_vs_11,borderline1,MLP,NONE,NONE,0.99552,0.9940200000000001,0.99982,0.99444,0.9969,0.99324
BinaryEncoder,abalone-3_vs_11,borderline1,RF,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0
BinaryEncoder,abalone-3_vs_11,borderline1,SGD,NONE,NONE,0.99312,0.99002,0.9997,0.99092,0.99482,0.98874
BinaryEncoder,abalone-3_vs_11,borderline1,SVM,NONE,NONE,0.99552,0.9940200000000001,0.99982,0.99444,0.9969,0.99324
BinaryEncoder,credit-approval,borderline1,ABC,NONE,NONE,0.8479599999999999,0.8391399999999999,0.8452799999999999,0.8390200000000001,0.8397600000000001,0.7055199999999999
BinaryEncoder,credit-approval,borderline1,DTREE,NONE,NONE,0.79916,0.7942,0.7894399999999999,0.79342,0.789,0.62462
BinaryEncoder,credit-approval,borderline1,KNN,NONE,NONE,0.7126600000000001,0.70726,0.71058,0.7079799999999999,0.70834,0.502
BinaryEncoder,credit-approval,borderline1,LRG,NONE,NONE,0.86692,0.858,0.868,0.8581199999999999,0.8609600000000001,0.74252
BinaryEncoder,credit-approval,borderline1,MLP,NONE,NONE,0.7744599999999999,0.76668,0.7595799999999999,0.7641399999999999,0.7564599999999999,0.5742800000000001
BinaryEncoder,credit-approval,borderline1,RF,NONE,NONE,0.87292,0.8681399999999999,0.8697800000000001,0.8681399999999999,0.8676600000000001,0.75326
BinaryEncoder,credit-approval,borderline1,SGD,NONE,NONE,0.66086,0.64348,0.6600999999999999,0.6409999999999999,0.6434200000000001,0.41904
BinaryEncoder,credit-approval,borderline1,SVM,NONE,NONE,0.7016399999999999,0.66232,0.59618,0.6242,0.55142,0.3083
BinaryEncoder,dataset_31_credit-g,borderline1,ABC,NONE,NONE,0.72482,0.659,0.69004,0.67232,0.67194,0.4506600000000001
BinaryEncoder,dataset_31_credit-g,borderline1,DTREE,NONE,NONE,0.66808,0.647,0.57062,0.65508,0.60064,0.36408
BinaryEncoder,dataset_31_credit-g,borderline1,KNN,NONE,NONE,0.6903600000000001,0.6,0.6552399999999999,0.6157400000000001,0.6219600000000001,0.38666
BinaryEncoder,dataset_31_credit-g,borderline1,LRG,NONE,NONE,0.7153200000000001,0.6829999999999999,0.6489,0.6922600000000001,0.66306,0.44154
BinaryEncoder,dataset_31_credit-g,borderline1,MLP,NONE,NONE,0.7216199999999999,0.72,0.6133,0.7196,0.65176,0.4302
BinaryEncoder,dataset_31_credit-g,borderline1,RF,NONE,NONE,0.70514,0.6940000000000001,0.6117199999999999,0.69868,0.6444,0.42062
BinaryEncoder,dataset_31_credit-g,borderline1,SGD,NONE,NONE,0.6952,0.602,0.59132,0.5843999999999999,0.5183199999999999,0.2732
BinaryEncoder,dataset_31_credit-g,borderline1,SVM,NONE,NONE,0.70744,0.6960000000000001,0.6030399999999999,0.69848,0.63656,0.40988
BinaryEncoder,dermatology,borderline1,ABC,NONE,NONE,0.20884,0.3219,0.8173999999999999,0.2216,0.24146,0.1816
BinaryEncoder,dermatology,borderline1,DTREE,NONE,NONE,0.93078,0.92354,0.98608,0.92358,0.9526399999999999,0.90678
BinaryEncoder,dermatology,borderline1,KNN,NONE,NONE,0.82186,0.7897,0.96388,0.7935399999999999,0.8664400000000001,0.7514399999999999
BinaryEncoder,dermatology,borderline1,LRG,NONE,NONE,0.9675,0.9645,0.9934999999999998,0.96426,0.97814,0.95634
BinaryEncoder,dermatology,borderline1,MLP,NONE,NONE,0.9704,0.96998,0.9938799999999999,0.9694799999999999,0.98126,0.9625600000000001
BinaryEncoder,dermatology,borderline1,RF,NONE,NONE,0.97568,0.97542,0.99474,0.9752,0.98472,0.96892
BinaryEncoder,dermatology,borderline1,SGD,NONE,NONE,0.81052,0.73252,0.94006,0.6887800000000001,0.7645200000000001,0.67152
BinaryEncoder,dermatology,borderline1,SVM,NONE,NONE,0.63522,0.5302200000000001,0.9163399999999999,0.5445,0.6741799999999999,0.4747
BinaryEncoder,dresses-sales,borderline1,ABC,NONE,NONE,0.57752,0.5760000000000001,0.55634,0.57498,0.5594600000000001,0.3156
BinaryEncoder,dresses-sales,borderline1,DTREE,NONE,NONE,0.5281800000000001,0.522,0.5093599999999999,0.5232399999999999,0.5118199999999999,0.2656
BinaryEncoder,dresses-sales,borderline1,KNN,NONE,NONE,0.52512,0.508,0.51762,0.5092800000000001,0.5091800000000001,0.26128
BinaryEncoder,dresses-sales,borderline1,LRG,NONE,NONE,0.59422,0.588,0.5768800000000001,0.5874,0.5766399999999999,0.33432
BinaryEncoder,dresses-sales,borderline1,MLP,NONE,NONE,0.5481400000000001,0.5479999999999998,0.5229199999999999,0.54548,0.5244,0.27968000000000004
BinaryEncoder,dresses-sales,borderline1,RF,NONE,NONE,0.5364399999999999,0.542,0.50152,0.5346399999999999,0.50132,0.25570000000000004
BinaryEncoder,dresses-sales,borderline1,SGD,NONE,NONE,0.5726199999999999,0.524,0.56074,0.50962,0.50698,0.2577200000000001
BinaryEncoder,dresses-sales,borderline1,SVM,NONE,NONE,0.56016,0.5579999999999999,0.53674,0.5532600000000001,0.5315800000000002,0.28656000000000004
BinaryEncoder,heart,borderline1,ABC,NONE,NONE,0.79528,0.7926,0.7874000000000001,0.79204,0.7879600000000001,0.62278
BinaryEncoder,heart,borderline1,DTREE,NONE,NONE,0.7087600000000001,0.70372,0.70462,0.7038,0.7024199999999999,0.49964
BinaryEncoder,heart,borderline1,KNN,NONE,NONE,0.5945400000000001,0.5888800000000001,0.58778,0.5887399999999999,0.5856399999999999,0.34452
BinaryEncoder,heart,borderline1,LRG,NONE,NONE,0.8145999999999999,0.81114,0.80888,0.8106399999999999,0.8079599999999999,0.6553399999999999
BinaryEncoder,heart,borderline1,MLP,NONE,NONE,0.7975,0.7925800000000001,0.7824199999999999,0.7908999999999999,0.7829999999999999,0.61502
BinaryEncoder,heart,borderline1,RF,NONE,NONE,0.78698,0.7852,0.7798200000000001,0.7846,0.78058,0.6122
BinaryEncoder,heart,borderline1,SGD,NONE,NONE,0.26324000000000003,0.5074,0.48592,0.34576,0.0,0.0
BinaryEncoder,heart,borderline1,SVM,NONE,NONE,0.6078399999999999,0.6,0.6016600000000001,0.5993200000000001,0.59646,0.36182
BinaryEncoder,hepatitis,borderline1,ABC,NONE,NONE,0.8175600000000001,0.8064600000000001,0.6004600000000001,0.80816,0.67828,0.47802
BinaryEncoder,hepatitis,borderline1,DTREE,NONE,NONE,0.7772999999999999,0.7742199999999999,0.5262399999999999,0.7696,0.59536,0.38128
BinaryEncoder,hepatitis,borderline1,KNN,NONE,NONE,0.7344600000000001,0.61934,0.58196,0.6520400000000001,0.59002,0.35554
BinaryEncoder,hepatitis,borderline1,LRG,NONE,NONE,0.8283200000000001,0.83872,0.6081799999999999,0.8307400000000001,0.67752,0.49734
BinaryEncoder,hepatitis,borderline1,MLP,NONE,NONE,0.82376,0.6967800000000001,0.66032,0.70496,0.63464,0.41234
BinaryEncoder,hepatitis,borderline1,RF,NONE,NONE,0.8316000000000001,0.8258200000000001,0.6352,0.8238800000000002,0.7056399999999999,0.5126600000000001
BinaryEncoder,hepatitis,borderline1,SGD,NONE,NONE,0.6697000000000001,0.7677400000000001,0.27592,0.71094,0.18798,0.09562
BinaryEncoder,hepatitis,borderline1,SVM,NONE,NONE,0.7602800000000001,0.6,0.67256,0.63448,0.62432,0.39412
BinaryEncoder,horse-colic-surgical,borderline1,ABC,NONE,NONE,0.81502,0.8133199999999999,0.7797,0.8131,0.7937200000000001,0.63366
BinaryEncoder,horse-colic-surgical,borderline1,DTREE,NONE,NONE,0.83034,0.8300000000000001,0.7936200000000001,0.8291000000000001,0.8084600000000001,0.6581199999999999
BinaryEncoder,horse-colic-surgical,borderline1,KNN,NONE,NONE,0.7298800000000001,0.71668,0.7029799999999999,0.7196600000000001,0.7074,0.5033000000000001
BinaryEncoder,horse-colic-surgical,borderline1,LRG,NONE,NONE,0.7588199999999999,0.7500199999999999,0.67098,0.7439399999999999,0.6931999999999999,0.49154
BinaryEncoder,horse-colic-surgical,borderline1,MLP,NONE,NONE,0.5589000000000001,0.60664,0.47752,0.53742,0.30608,0.15952
BinaryEncoder,horse-colic-surgical,borderline1,RF,NONE,NONE,0.8641200000000001,0.8633400000000002,0.8116399999999999,0.8610199999999999,0.8320399999999999,0.6978
BinaryEncoder,horse-colic-surgical,borderline1,SGD,NONE,NONE,0.40538,0.63664,0.36336,0.49538000000000004,0.0,0.0
BinaryEncoder,horse-colic-surgical,borderline1,SVM,NONE,NONE,0.5662999999999999,0.4400000000000001,0.57234,0.35978000000000004,0.3136,0.10258
BinaryEncoder,kddcup-land_vs_portsweep,borderline1,ABC,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0
BinaryEncoder,kddcup-land_vs_portsweep,borderline1,DTREE,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0
BinaryEncoder,kddcup-land_vs_portsweep,borderline1,KNN,NONE,NONE,0.99874,0.9981200000000001,0.9999600000000001,0.9983,0.9990400000000002,0.9979
BinaryEncoder,kddcup-land_vs_portsweep,borderline1,LRG,NONE,NONE,0.99924,0.9990600000000001,0.99998,0.9991,0.9995200000000001,0.9989399999999999
BinaryEncoder,kddcup-land_vs_portsweep,borderline1,MLP,NONE,NONE,0.9983,0.9981200000000001,0.95092,0.9981,0.97272,0.9525399999999999
BinaryEncoder,kddcup-land_vs_portsweep,borderline1,RF,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0
BinaryEncoder,kddcup-land_vs_portsweep,borderline1,SGD,NONE,NONE,0.9897,0.9934,0.6666000000000001,0.99136,0.7252799999999999,0.6702400000000001
BinaryEncoder,kddcup-land_vs_portsweep,borderline1,SVM,NONE,NONE,0.99874,0.9981200000000001,0.9999600000000001,0.9983,0.9990400000000002,0.9979
BinaryEncoder,thyroid-hypothyroid,borderline1,ABC,NONE,NONE,0.98572,0.9839,0.91748,0.9845200000000001,0.94978,0.90828
BinaryEncoder,thyroid-hypothyroid,borderline1,DTREE,NONE,NONE,0.98576,0.98482,0.89218,0.98516,0.93694,0.8861800000000001
BinaryEncoder,thyroid-hypothyroid,borderline1,KNN,NONE,NONE,0.9784200000000001,0.97278,0.8917999999999999,0.9746600000000001,0.9308799999999999,0.8738600000000001
BinaryEncoder,thyroid-hypothyroid,borderline1,LRG,NONE,NONE,0.97894,0.97152,0.9168799999999999,0.97396,0.94368,0.8953599999999999
BinaryEncoder,thyroid-hypothyroid,borderline1,MLP,NONE,NONE,0.9821200000000001,0.97722,0.9046799999999999,0.97882,0.93986,0.8899000000000001
BinaryEncoder,thyroid-hypothyroid,borderline1,RF,NONE,NONE,0.98894,0.9886,0.89238,0.9887,0.9388,0.8900400000000002
BinaryEncoder,thyroid-hypothyroid,borderline1,SGD,NONE,NONE,0.97224,0.9190200000000001,0.9647,0.93692,0.9401200000000001,0.8814399999999999
BinaryEncoder,thyroid-hypothyroid,borderline1,SVM,NONE,NONE,0.97302,0.9456,0.9658200000000001,0.9544600000000001,0.95564,0.91158
BinaryEncoder,abalone-3_vs_11,borderline2,ABC,NONE,NONE,0.9985,0.998,0.9999399999999999,0.99814,0.99896,0.99774
BinaryEncoder,abalone-3_vs_11,borderline2,DTREE,NONE,NONE,0.99554,0.99404,0.99982,0.99446,0.99692,0.99326
BinaryEncoder,abalone-3_vs_11,borderline2,KNN,NONE,NONE,0.99134,0.98608,0.9995799999999999,0.9876600000000002,0.99276,0.98432
BinaryEncoder,abalone-3_vs_11,borderline2,LRG,NONE,NONE,0.9849600000000001,0.96616,0.99898,0.9724,0.9824,0.96194
BinaryEncoder,abalone-3_vs_11,borderline2,MLP,NONE,NONE,0.99074,0.98408,0.9995200000000001,0.98612,0.99174,0.98208
BinaryEncoder,abalone-3_vs_11,borderline2,RF,NONE,NONE,0.99552,0.9940200000000001,0.99982,0.99444,0.9969,0.99324
BinaryEncoder,abalone-3_vs_11,borderline2,SGD,NONE,NONE,0.9858,0.97414,0.9346,0.9782,0.95164,0.9134399999999999
BinaryEncoder,abalone-3_vs_11,borderline2,SVM,NONE,NONE,0.9849399999999999,0.96614,0.99898,0.97238,0.98238,0.96194
BinaryEncoder,credit-approval,borderline2,ABC,NONE,NONE,0.8376399999999999,0.83044,0.8356399999999999,0.8305,0.8312200000000001,0.6916399999999999
BinaryEncoder,credit-approval,borderline2,DTREE,NONE,NONE,0.8003599999999998,0.79564,0.79238,0.79528,0.7919799999999999,0.6281800000000001
BinaryEncoder,credit-approval,borderline2,KNN,NONE,NONE,0.7192000000000001,0.7145,0.7163799999999999,0.71506,0.7148000000000001,0.5114
BinaryEncoder,credit-approval,borderline2,LRG,NONE,NONE,0.8661999999999999,0.8550599999999999,0.8670399999999999,0.85516,0.8583799999999999,0.7379600000000001
BinaryEncoder,credit-approval,borderline2,MLP,NONE,NONE,0.7502799999999998,0.74056,0.73382,0.7355799999999999,0.7253000000000001,0.53256
BinaryEncoder,credit-approval,borderline2,RF,NONE,NONE,0.85998,0.8565200000000001,0.8586600000000001,0.8567,0.85688,0.73454
BinaryEncoder,credit-approval,borderline2,SGD,NONE,NONE,0.6087399999999998,0.5884199999999999,0.6083000000000001,0.5865,0.5902799999999999,0.3512000000000001
BinaryEncoder,credit-approval,borderline2,SVM,NONE,NONE,0.6993999999999999,0.66232,0.59682,0.6249800000000001,0.5532600000000001,0.31064
BinaryEncoder,dataset_31_credit-g,borderline2,ABC,NONE,NONE,0.7154,0.645,0.6783399999999999,0.6583600000000001,0.65784,0.43232
BinaryEncoder,dataset_31_credit-g,borderline2,DTREE,NONE,NONE,0.64336,0.6000000000000001,0.5562,0.61368,0.5736799999999999,0.33252
BinaryEncoder,dataset_31_credit-g,borderline2,KNN,NONE,NONE,0.6728,0.595,0.62642,0.6116400000000001,0.6089,0.3705
BinaryEncoder,dataset_31_credit-g,borderline2,LRG,NONE,NONE,0.71762,0.6920000000000001,0.64512,0.6998,0.6644800000000001,0.4446
BinaryEncoder,dataset_31_credit-g,borderline2,MLP,NONE,NONE,0.7065400000000001,0.695,0.61024,0.69696,0.63688,0.41303999999999996
BinaryEncoder,dataset_31_credit-g,borderline2,RF,NONE,NONE,0.6984999999999999,0.68,0.6095400000000001,0.68652,0.63776,0.4107
