ENCODER,DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTENC,RANK_SMOTENC,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,ORDER,ALPHA,UNIT
OrdinalEncoder,abalone-3_vs_11,DTREE,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,0.99552,7.0,0.997,6.0,0.9798600000000001,8.0,aspect_ratio,0.5,PRE
OrdinalEncoder,kddcup-land_vs_portsweep,DTREE,0.99924,5.0,1.0,1.5,1.0,1.5,0.99924,5.0,0.99924,5.0,0.99924,5.0,0.99924,5.0,0.9990600000000001,8.0,aspect_ratio,0.5,PRE
OrdinalEncoder,dataset_31_credit-g,DTREE,0.68234,2.0,0.68494,1.0,0.6399600000000001,6.0,0.6737,3.0,0.66076,4.0,0.6382399999999999,7.0,0.65998,5.0,0.61642,8.0,aspect_ratio,0.5,PRE
OrdinalEncoder,dresses-sales,DTREE,0.53608,1.0,0.50508,4.0,0.4911,6.0,0.47676,8.0,0.5224,2.0,0.48804,7.0,0.50372,5.0,0.51162,3.0,aspect_ratio,0.5,PRE
OrdinalEncoder,dermatology,DTREE,0.9465,4.0,0.9477,2.0,0.94652,3.0,0.9348,6.0,0.95878,1.0,0.93962,5.0,0.9294399999999999,7.0,0.8558399999999999,8.0,aspect_ratio,0.5,PRE
OrdinalEncoder,thyroid-hypothyroid,DTREE,0.9874,2.0,0.9858,5.0,0.98372,6.0,0.98586,3.0,0.9858399999999999,4.0,0.9743,8.0,0.98842,1.0,0.9786,7.0,aspect_ratio,0.5,PRE
OrdinalEncoder,credit-approval,DTREE,0.8104600000000002,3.0,0.8052600000000001,6.0,0.81296,2.0,0.8079999999999999,5.0,0.8194600000000001,1.0,0.8089600000000001,4.0,0.8015800000000001,8.0,0.80314,7.0,aspect_ratio,0.5,PRE
OrdinalEncoder,horse-colic-surgical,DTREE,0.8429800000000001,2.0,0.8019400000000001,6.0,0.8381000000000001,3.0,0.79678,8.0,0.8262600000000001,5.0,0.8007200000000001,7.0,0.8283799999999999,4.0,0.8541399999999999,1.0,aspect_ratio,0.5,PRE
OrdinalEncoder,heart,DTREE,0.748,2.0,0.75794,1.0,0.74336,3.0,0.73464,4.0,0.7322599999999999,5.0,0.7239199999999999,6.0,0.72324,7.0,0.7158000000000001,8.0,aspect_ratio,0.5,PRE
OrdinalEncoder,hepatitis,DTREE,0.7853399999999999,3.0,0.7950999999999999,2.0,0.7761600000000001,5.0,0.8075800000000001,1.0,0.74888,7.0,0.75944,6.0,0.73316,8.0,0.7813599999999999,4.0,aspect_ratio,0.5,PRE
