ENCODER,DATASET,PREPROC,ALGORITHM,ORDER,ALPHA,PRE,REC,SPE,F1,GEO,IBA
NONE,abalone-3_vs_11,original,ABC,NONE,NONE,0.9985,0.998,0.99994,0.9981399999999999,0.9989600000000001,0.99774
NONE,abalone-3_vs_11,original,DTREE,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0
NONE,abalone-3_vs_11,original,KNN,NONE,NONE,0.99408,0.99402,0.8059999999999999,0.99342,0.8899000000000001,0.8125599999999998
NONE,abalone-3_vs_11,original,LRG,NONE,NONE,0.99216,0.9920399999999999,0.7413,0.99066,0.8420799999999999,0.74588
NONE,abalone-3_vs_11,original,MLP,NONE,NONE,0.99408,0.99402,0.8059999999999999,0.99342,0.8899000000000001,0.8125599999999998
NONE,abalone-3_vs_11,original,RF,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0
NONE,abalone-3_vs_11,original,SGD,NONE,NONE,0.9961200000000001,0.9960399999999999,0.8706200000000001,0.9950600000000001,0.91548,0.8708400000000001
NONE,abalone-3_vs_11,original,SVM,NONE,NONE,0.99408,0.99402,0.8059999999999999,0.99342,0.8899000000000001,0.8125599999999998
NONE,credit-approval,original,ABC,NONE,NONE,0.8414399999999999,0.83768,0.8386400000000002,0.8377800000000001,0.8371799999999999,0.7014199999999999
NONE,credit-approval,original,DTREE,NONE,NONE,0.8104600000000002,0.8086800000000001,0.8042199999999999,0.8085000000000001,0.8054199999999998,0.6494199999999999
NONE,credit-approval,original,KNN,NONE,NONE,0.71706,0.7159399999999999,0.7046,0.7148599999999999,0.7073600000000001,0.50124
NONE,credit-approval,original,LRG,NONE,NONE,0.8641,0.8565399999999999,0.8621800000000001,0.8564599999999999,0.8572799999999999,0.73658
NONE,credit-approval,original,MLP,NONE,NONE,0.78062,0.76956,0.7561399999999999,0.7665399999999999,0.7548999999999999,0.57662
NONE,credit-approval,original,RF,NONE,NONE,0.8756200000000002,0.8724799999999999,0.8700800000000001,0.8723599999999999,0.8702200000000001,0.7579
NONE,credit-approval,original,SGD,NONE,NONE,0.5828800000000001,0.5710000000000001,0.56798,0.5401600000000001,0.4880800000000001,0.27111999999999997
NONE,credit-approval,original,SVM,NONE,NONE,0.69912,0.6521799999999999,0.58172,0.60724,0.52554,0.27996
NONE,dataset_31_credit-g,original,ABC,NONE,NONE,0.7088599999999999,0.723,0.55748,0.71244,0.6046600000000001,0.3733400000000001
NONE,dataset_31_credit-g,original,DTREE,NONE,NONE,0.68234,0.6950000000000001,0.53404,0.68666,0.5789599999999999,0.34328000000000003
NONE,dataset_31_credit-g,original,KNN,NONE,NONE,0.7056000000000001,0.725,0.5088199999999999,0.70208,0.5515000000000001,0.3165
NONE,dataset_31_credit-g,original,LRG,NONE,NONE,0.7264600000000001,0.7379999999999999,0.58106,0.7289800000000001,0.6290600000000001,0.4043600000000001
NONE,dataset_31_credit-g,original,MLP,NONE,NONE,0.7062999999999999,0.7040000000000001,0.5969399999999999,0.7048,0.63598,0.4107
NONE,dataset_31_credit-g,original,RF,NONE,NONE,0.73116,0.74,0.4504800000000001,0.6910000000000001,0.4713600000000001,0.22976
NONE,dataset_31_credit-g,original,SGD,NONE,NONE,0.6772600000000001,0.6769999999999999,0.4787199999999999,0.6393000000000001,0.4618399999999999,0.22648
NONE,dataset_31_credit-g,original,SVM,NONE,NONE,0.7336,0.748,0.50722,0.7167399999999999,0.5482,0.30992
NONE,dermatology,original,ABC,NONE,NONE,0.56528,0.6335000000000001,0.9165399999999999,0.56066,0.61098,0.5641999999999999
NONE,dermatology,original,DTREE,NONE,NONE,0.9465,0.94534,0.9874200000000001,0.9445,0.9651200000000001,0.9304400000000002
NONE,dermatology,original,KNN,NONE,NONE,0.78556,0.7623,0.9537600000000002,0.7618400000000001,0.8428200000000001,0.72142
NONE,dermatology,original,LRG,NONE,NONE,0.9752200000000001,0.9754200000000001,0.99496,0.97516,0.98472,0.96938
NONE,dermatology,original,MLP,NONE,NONE,0.96716,0.96716,0.99348,0.96676,0.9794799999999999,0.95968
NONE,dermatology,original,RF,NONE,NONE,0.97798,0.9781200000000001,0.99554,0.97786,0.98638,0.9728
NONE,dermatology,original,SGD,NONE,NONE,0.7269599999999999,0.5760400000000001,0.92904,0.5439,0.6184000000000001,0.50302
NONE,dermatology,original,SVM,NONE,NONE,0.35138,0.5082399999999999,0.79278,0.3901600000000001,0.4031400000000001,0.31354000000000004
NONE,dresses-sales,original,ABC,NONE,NONE,0.5897600000000001,0.596,0.54718,0.58486,0.54576,0.30118
NONE,dresses-sales,original,DTREE,NONE,NONE,0.53608,0.5319999999999999,0.5153,0.5324800000000001,0.51878,0.27088
NONE,dresses-sales,original,KNN,NONE,NONE,0.5527400000000001,0.562,0.516,0.55408,0.51832,0.27092
NONE,dresses-sales,original,LRG,NONE,NONE,0.5918800000000001,0.5980000000000001,0.5460200000000001,0.5853200000000001,0.5432599999999999,0.29764
NONE,dresses-sales,original,MLP,NONE,NONE,0.55748,0.5579999999999999,0.5314800000000001,0.5552600000000001,0.5343600000000001,0.28704
NONE,dresses-sales,original,RF,NONE,NONE,0.5740000000000001,0.584,0.5214200000000001,0.56392,0.50746,0.26358000000000004
NONE,dresses-sales,original,SGD,NONE,NONE,0.58236,0.584,0.5385,0.55182,0.48576,0.25032
NONE,dresses-sales,original,SVM,NONE,NONE,0.6020199999999999,0.606,0.5058199999999999,0.5583199999999999,0.4541399999999999,0.21161999999999997
NONE,heart,original,ABC,NONE,NONE,0.7417199999999999,0.74074,0.73424,0.7404000000000001,0.73602,0.54506
NONE,heart,original,DTREE,NONE,NONE,0.748,0.74816,0.7351800000000001,0.74692,0.73892,0.5476599999999999
NONE,heart,original,KNN,NONE,NONE,0.5751,0.5777599999999999,0.5572,0.5734800000000001,0.55684,0.31703999999999993
NONE,heart,original,LRG,NONE,NONE,0.81586,0.8148199999999999,0.80852,0.81416,0.80988,0.6600600000000001
NONE,heart,original,MLP,NONE,NONE,0.8134399999999999,0.8074,0.7976,0.80556,0.79752,0.6386200000000001
NONE,heart,original,RF,NONE,NONE,0.8123400000000001,0.8111200000000001,0.7988799999999999,0.8095800000000001,0.80166,0.6479600000000001
NONE,heart,original,SGD,NONE,NONE,0.24194000000000002,0.4888800000000001,0.5111199999999999,0.32282,0.0,0.0
NONE,heart,original,SVM,NONE,NONE,0.35446,0.5556,0.45274,0.41866,0.08334,0.034960000000000005
NONE,hepatitis,original,ABC,NONE,NONE,0.8120200000000001,0.8258399999999998,0.56906,0.8154,0.65176,0.44758000000000003
NONE,hepatitis,original,DTREE,NONE,NONE,0.7853399999999999,0.7741999999999999,0.5674,0.7780199999999999,0.6413399999999999,0.4285399999999999
NONE,hepatitis,original,KNN,NONE,NONE,0.62228,0.7483600000000001,0.19496,0.6793600000000001,0.0,0.0
NONE,hepatitis,original,LRG,NONE,NONE,0.87374,0.8838799999999999,0.66594,0.8744,0.7339800000000001,0.57996
NONE,hepatitis,original,MLP,NONE,NONE,0.8016800000000001,0.8322800000000001,0.48012,0.80128,0.5113800000000001,0.34302
NONE,hepatitis,original,RF,NONE,NONE,0.8399999999999999,0.8516199999999999,0.59614,0.8412200000000001,0.6845600000000001,0.4894
NONE,hepatitis,original,SGD,NONE,NONE,0.7138800000000001,0.7290399999999999,0.4168,0.7118,0.4234999999999999,0.23680000000000004
NONE,hepatitis,original,SVM,NONE,NONE,0.6300000000000001,0.7935800000000001,0.20642,0.70228,0.0,0.0
NONE,horse-colic-surgical,original,ABC,NONE,NONE,0.8303200000000001,0.8299999999999998,0.7883799999999999,0.8289199999999999,0.8053600000000001,0.6542600000000001
NONE,horse-colic-surgical,original,DTREE,NONE,NONE,0.8429800000000001,0.8433200000000001,0.8115400000000002,0.8428000000000001,0.8251200000000001,0.68512
NONE,horse-colic-surgical,original,KNN,NONE,NONE,0.8116399999999999,0.8099999999999999,0.7289800000000001,0.80282,0.75356,0.57444
NONE,horse-colic-surgical,original,LRG,NONE,NONE,0.66722,0.7299800000000001,0.5280199999999999,0.6568,0.39278,0.26204
NONE,horse-colic-surgical,original,MLP,NONE,NONE,0.5048,0.6233199999999999,0.48578000000000005,0.5083,0.1834,0.12114000000000001
NONE,horse-colic-surgical,original,RF,NONE,NONE,0.8697600000000001,0.8666799999999999,0.8058,0.8634200000000001,0.8287399999999999,0.69204
NONE,horse-colic-surgical,original,SGD,NONE,NONE,0.2987,0.53,0.47,0.37758,0.0,0.0
NONE,horse-colic-surgical,original,SVM,NONE,NONE,0.40538,0.63664,0.36336,0.49538,0.0,0.0
NONE,kddcup-land_vs_portsweep,original,ABC,NONE,NONE,0.99924,0.99906,0.99998,0.9991,0.99952,0.99894
NONE,kddcup-land_vs_portsweep,original,DTREE,NONE,NONE,0.99924,0.99906,0.99998,0.9991,0.99952,0.99894
NONE,kddcup-land_vs_portsweep,original,KNN,NONE,NONE,0.99874,0.99812,0.99996,0.9983,0.9990400000000002,0.9979
NONE,kddcup-land_vs_portsweep,original,LRG,NONE,NONE,0.99924,0.99906,0.99998,0.9991,0.99952,0.99894
NONE,kddcup-land_vs_portsweep,original,MLP,NONE,NONE,0.9983,0.99812,0.9509200000000001,0.9981,0.97272,0.95254
NONE,kddcup-land_vs_portsweep,original,RF,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0
NONE,kddcup-land_vs_portsweep,original,SGD,NONE,NONE,0.99718,0.99718,0.8628199999999999,0.997,0.92528,0.8702400000000001
NONE,kddcup-land_vs_portsweep,original,SVM,NONE,NONE,0.99874,0.99812,0.99996,0.9983,0.9990400000000002,0.9979
NONE,thyroid-hypothyroid,original,ABC,NONE,NONE,0.99016,0.9902,0.8797799999999999,0.99008,0.93268,0.87984
NONE,thyroid-hypothyroid,original,DTREE,NONE,NONE,0.9874,0.98736,0.87374,0.98734,0.92784,0.8714799999999999
NONE,thyroid-hypothyroid,original,KNN,NONE,NONE,0.9819399999999999,0.9826,0.77956,0.98214,0.8732200000000001,0.77898
NONE,thyroid-hypothyroid,original,LRG,NONE,NONE,0.9805,0.98136,0.7218399999999999,0.98034,0.8388,0.72264
NONE,thyroid-hypothyroid,original,MLP,NONE,NONE,0.98674,0.9870399999999999,0.83636,0.98678,0.90738,0.83644
NONE,thyroid-hypothyroid,original,RF,NONE,NONE,0.98814,0.9883,0.8423400000000001,0.9880600000000002,0.9114200000000001,0.8432400000000001
NONE,thyroid-hypothyroid,original,SGD,NONE,NONE,0.97714,0.9743799999999999,0.7278399999999999,0.9736,0.8294199999999998,0.7167600000000001
NONE,thyroid-hypothyroid,original,SVM,NONE,NONE,0.98074,0.98168,0.7222799999999999,0.98068,0.8394199999999999,0.72346
NONE,abalone-3_vs_11,smotenc,ABC,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0
NONE,abalone-3_vs_11,smotenc,DTREE,NONE,NONE,1.0,1.0,1.0,1.0,1.0,1.0
